,root_article,article_compared,predicted_mapping,"true_mapping""",FP/FN/TP/TN,score,,,,,
2197,"75    49480
Name: id, dtype: int64",140362,No Mapping,No Mapping,TN,0.004778763,,,,,
2198,"75    49480
Name: id, dtype: int64",214886,No Mapping,No Mapping,TN,0.004772188,,,,,
2199,"75    49480
Name: id, dtype: int64",217420,No Mapping,No Mapping,TN,0.004567421,,,,,
2200,"75    49480
Name: id, dtype: int64",80098,No Mapping,No Mapping,TN,0.004512574,,,,,
2201,"75    49480
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.004472208,,,,,
2202,"75    49480
Name: id, dtype: int64",35996,No Mapping,No Mapping,TN,0.004454169,,,,,
2203,"75    49480
Name: id, dtype: int64",71335,No Mapping,No Mapping,TN,0.004426,,,,,
2204,"75    49480
Name: id, dtype: int64",214874,No Mapping,No Mapping,TN,0.00434447,,,,,
2205,"75    49480
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.004342113,,,,,
2206,"75    49480
Name: id, dtype: int64",57366,No Mapping,No Mapping,TN,0.004341449,,,,,
2207,"75    49480
Name: id, dtype: int64",85825,No Mapping,No Mapping,TN,0.00430359,,,,,
2208,"75    49480
Name: id, dtype: int64",217514,No Mapping,No Mapping,TN,0.004180088,,,,,
2209,"75    49480
Name: id, dtype: int64",217513,No Mapping,No Mapping,TN,0.004180088,,,,,
2210,"75    49480
Name: id, dtype: int64",120635,No Mapping,No Mapping,TN,0.004065764,,,,,
2211,"75    49480
Name: id, dtype: int64",217442,No Mapping,No Mapping,TN,0.004059084,,,,,
2212,"75    49480
Name: id, dtype: int64",25227,No Mapping,No Mapping,TN,0.004057308,,,,,
2213,"75    49480
Name: id, dtype: int64",85804,No Mapping,No Mapping,TN,0.003927594,,,,,
2214,"75    49480
Name: id, dtype: int64",190518,No Mapping,No Mapping,TN,0.00391199,,,,,
2215,"75    49480
Name: id, dtype: int64",110137,No Mapping,No Mapping,TN,0.003897499,,,,,
2216,"75    49480
Name: id, dtype: int64",172081,No Mapping,No Mapping,TN,0.003793306,,,,,
2217,"75    49480
Name: id, dtype: int64",172088,No Mapping,No Mapping,TN,0.003785371,,,,,
2218,"75    49480
Name: id, dtype: int64",80109,No Mapping,No Mapping,TN,0.003739559,,,,,
2219,"75    49480
Name: id, dtype: int64",80092,No Mapping,No Mapping,TN,0.003705909,,,,,
2220,"75    49480
Name: id, dtype: int64",21455,No Mapping,No Mapping,TN,0.003620557,,,,,
2221,"75    49480
Name: id, dtype: int64",71343,No Mapping,No Mapping,TN,0.003600031,,,,,
2222,"75    49480
Name: id, dtype: int64",110126,No Mapping,No Mapping,TN,0.003515376,,,,,
2223,"75    49480
Name: id, dtype: int64",110151,No Mapping,No Mapping,TN,0.003482613,,,,,
2224,"75    49480
Name: id, dtype: int64",110145,No Mapping,No Mapping,TN,0.003435067,,,,,
2225,"75    49480
Name: id, dtype: int64",57375,No Mapping,No Mapping,TN,0.003426063,,,,,
2226,"75    49480
Name: id, dtype: int64",110161,No Mapping,No Mapping,TN,0.003242792,,,,,
2227,"75    49480
Name: id, dtype: int64",40617,No Mapping,No Mapping,TN,0.003231836,,,,,
2228,"75    49480
Name: id, dtype: int64",71350,No Mapping,No Mapping,TN,0.003203374,,,,,
2229,"75    49480
Name: id, dtype: int64",40543,No Mapping,No Mapping,TN,0.003140302,,,,,
2230,"75    49480
Name: id, dtype: int64",39520,No Mapping,No Mapping,TN,0.003120624,,,,,
2231,"75    49480
Name: id, dtype: int64",140496,No Mapping,No Mapping,TN,0.00311046,,,,,
2232,"75    49480
Name: id, dtype: int64",78171,No Mapping,No Mapping,TN,0.003039134,,,,,
2233,"75    49480
Name: id, dtype: int64",217510,No Mapping,No Mapping,TN,0.002798372,,,,,
2234,"75    49480
Name: id, dtype: int64",57373,No Mapping,No Mapping,TN,0.00267237,,,,,
2235,"75    49480
Name: id, dtype: int64",214891,No Mapping,No Mapping,TN,0.002587913,,,,,
2236,"75    49480
Name: id, dtype: int64",80096,No Mapping,No Mapping,TN,0.00230814,,,,,
2237,"75    49480
Name: id, dtype: int64",217437,No Mapping,No Mapping,TN,0.002274866,,,,,
2238,"75    49480
Name: id, dtype: int64",157527,No Mapping,No Mapping,TN,0.002112224,,,,,
2239,"75    49480
Name: id, dtype: int64",135878,No Mapping,No Mapping,TN,0.001662642,,,,,
2240,"75    49480
Name: id, dtype: int64",190501,No Mapping,No Mapping,TN,0.001662642,,,,,
2241,"75    49480
Name: id, dtype: int64",110131,No Mapping,No Mapping,TN,0.001352625,,,,,
2412,"37    38658
Name: id, dtype: int64",38658,SpaceX,SpaceX,TP,1,,,,,
2413,"37    38658
Name: id, dtype: int64",214894,SpaceX,SpaceX,TP,0.583947788,,,,,
2414,"37    38658
Name: id, dtype: int64",134545,SpaceX,SpaceX,TP,0.465385174,,,,,
2415,"37    38658
Name: id, dtype: int64",172095,SpaceX,SpaceX,TP,0.42163089,,,,,
2416,"37    38658
Name: id, dtype: int64",85810,No Mapping,No Mapping,TN,0.188838111,,,,,
2417,"37    38658
Name: id, dtype: int64",214874,No Mapping,No Mapping,TN,0.139772823,,,,,
2418,"37    38658
Name: id, dtype: int64",110150,No Mapping,No Mapping,TN,0.065874368,,,,,
2419,"37    38658
Name: id, dtype: int64",110127,No Mapping,No Mapping,TN,0.06324178,,,,,
2420,"37    38658
Name: id, dtype: int64",138709,No Mapping,No Mapping,TN,0.059190072,,,,,
2421,"37    38658
Name: id, dtype: int64",44993,No Mapping,No Mapping,TN,0.053016411,,,,,
2422,"37    38658
Name: id, dtype: int64",21413,No Mapping,No Mapping,TN,0.047963988,,,,,
2423,"37    38658
Name: id, dtype: int64",39520,No Mapping,No Mapping,TN,0.039913542,,,,,
2424,"37    38658
Name: id, dtype: int64",110135,No Mapping,No Mapping,TN,0.03961031,,,,,
2425,"37    38658
Name: id, dtype: int64",49416,No Mapping,No Mapping,TN,0.039172895,,,,,
2426,"37    38658
Name: id, dtype: int64",43447,No Mapping,No Mapping,TN,0.037443308,,,,,
2427,"37    38658
Name: id, dtype: int64",120635,No Mapping,No Mapping,TN,0.036828429,,,,,
2428,"37    38658
Name: id, dtype: int64",214883,No Mapping,No Mapping,TN,0.0324097,,,,,
2429,"37    38658
Name: id, dtype: int64",57366,No Mapping,No Mapping,TN,0.032152006,,,,,
2430,"37    38658
Name: id, dtype: int64",217457,No Mapping,No Mapping,TN,0.031140224,,,,,
2431,"37    38658
Name: id, dtype: int64",190500,No Mapping,No Mapping,TN,0.03113063,,,,,
2432,"37    38658
Name: id, dtype: int64",110146,No Mapping,No Mapping,TN,0.030699472,,,,,
2433,"37    38658
Name: id, dtype: int64",40608,No Mapping,No Mapping,TN,0.030633815,,,,,
2434,"37    38658
Name: id, dtype: int64",85801,No Mapping,No Mapping,TN,0.0286324,,,,,
2435,"37    38658
Name: id, dtype: int64",43318,No Mapping,No Mapping,TN,0.028316648,,,,,
2436,"37    38658
Name: id, dtype: int64",57360,No Mapping,No Mapping,TN,0.027347303,,,,,
2437,"37    38658
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.02734145,,,,,
2438,"37    38658
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.025441696,,,,,
2439,"37    38658
Name: id, dtype: int64",214878,No Mapping,No Mapping,TN,0.024568155,,,,,
2440,"37    38658
Name: id, dtype: int64",172099,No Mapping,No Mapping,TN,0.024512547,,,,,
2441,"37    38658
Name: id, dtype: int64",36979,No Mapping,No Mapping,TN,0.022994913,,,,,
2442,"37    38658
Name: id, dtype: int64",21448,No Mapping,No Mapping,TN,0.022598121,,,,,
2443,"37    38658
Name: id, dtype: int64",217453,No Mapping,No Mapping,TN,0.02071029,,,,,
2444,"37    38658
Name: id, dtype: int64",35723,No Mapping,No Mapping,TN,0.020515577,,,,,
2445,"37    38658
Name: id, dtype: int64",217524,No Mapping,No Mapping,TN,0.02049882,,,,,
2446,"37    38658
Name: id, dtype: int64",217418,No Mapping,No Mapping,TN,0.020498254,,,,,
2447,"37    38658
Name: id, dtype: int64",35996,No Mapping,No Mapping,TN,0.019178889,,,,,
2448,"37    38658
Name: id, dtype: int64",71341,No Mapping,No Mapping,TN,0.019028112,,,,,
2449,"37    38658
Name: id, dtype: int64",190522,No Mapping,No Mapping,TN,0.018880608,,,,,
2450,"37    38658
Name: id, dtype: int64",57376,No Mapping,No Mapping,TN,0.018596821,,,,,
2451,"37    38658
Name: id, dtype: int64",80100,No Mapping,No Mapping,TN,0.017788175,,,,,
2452,"37    38658
Name: id, dtype: int64",190518,No Mapping,No Mapping,TN,0.017284751,,,,,
2453,"37    38658
Name: id, dtype: int64",172081,No Mapping,No Mapping,TN,0.016760359,,,,,
2454,"37    38658
Name: id, dtype: int64",110165,No Mapping,No Mapping,TN,0.016336966,,,,,
2455,"37    38658
Name: id, dtype: int64",48813,No Mapping,No Mapping,TN,0.016120103,,,,,
2456,"37    38658
Name: id, dtype: int64",214877,No Mapping,No Mapping,TN,0.015987394,,,,,
2457,"37    38658
Name: id, dtype: int64",80113,No Mapping,No Mapping,TN,0.015971446,,,,,
2458,"37    38658
Name: id, dtype: int64",71343,No Mapping,No Mapping,TN,0.015906394,,,,,
2459,"37    38658
Name: id, dtype: int64",80104,No Mapping,No Mapping,TN,0.015784033,,,,,
2460,"37    38658
Name: id, dtype: int64",80106,No Mapping,No Mapping,TN,0.014812312,,,,,
2461,"37    38658
Name: id, dtype: int64",23888,No Mapping,No Mapping,TN,0.014705892,,,,,
2462,"37    38658
Name: id, dtype: int64",217422,No Mapping,No Mapping,TN,0.014656081,,,,,
2463,"37    38658
Name: id, dtype: int64",71349,No Mapping,No Mapping,TN,0.014612214,,,,,
2464,"37    38658
Name: id, dtype: int64",141701,No Mapping,No Mapping,TN,0.014494479,,,,,
2465,"37    38658
Name: id, dtype: int64",71338,No Mapping,No Mapping,TN,0.014483763,,,,,
2466,"37    38658
Name: id, dtype: int64",110175,No Mapping,No Mapping,TN,0.013956776,,,,,
2467,"37    38658
Name: id, dtype: int64",21510,No Mapping,No Mapping,TN,0.013943076,,,,,
2468,"37    38658
Name: id, dtype: int64",217523,No Mapping,No Mapping,TN,0.013603996,,,,,
2469,"37    38658
Name: id, dtype: int64",120634,No Mapping,No Mapping,TN,0.013568689,,,,,
2470,"37    38658
Name: id, dtype: int64",21506,No Mapping,No Mapping,TN,0.013566514,,,,,
2471,"37    38658
Name: id, dtype: int64",190517,No Mapping,No Mapping,TN,0.013551257,,,,,
2472,"37    38658
Name: id, dtype: int64",110147,No Mapping,No Mapping,TN,0.013362675,,,,,
2473,"37    38658
Name: id, dtype: int64",57368,No Mapping,No Mapping,TN,0.013157827,,,,,
2474,"37    38658
Name: id, dtype: int64",46175,No Mapping,No Mapping,TN,0.012949754,,,,,
2475,"37    38658
Name: id, dtype: int64",172087,No Mapping,No Mapping,TN,0.012638867,,,,,
2476,"37    38658
Name: id, dtype: int64",217424,No Mapping,No Mapping,TN,0.012027222,,,,,
2477,"37    38658
Name: id, dtype: int64",44928,No Mapping,No Mapping,TN,0.011960052,,,,,
2478,"37    38658
Name: id, dtype: int64",151598,No Mapping,No Mapping,TN,0.011789687,,,,,
2479,"37    38658
Name: id, dtype: int64",80101,No Mapping,No Mapping,TN,0.011761562,,,,,
2480,"37    38658
Name: id, dtype: int64",190494,No Mapping,No Mapping,TN,0.011679314,,,,,
2481,"37    38658
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.011524342,,,,,
2482,"37    38658
Name: id, dtype: int64",57375,No Mapping,No Mapping,TN,0.011489603,,,,,
2483,"37    38658
Name: id, dtype: int64",217508,No Mapping,No Mapping,TN,0.011447972,,,,,
2484,"37    38658
Name: id, dtype: int64",214895,No Mapping,No Mapping,TN,0.01139843,,,,,
2485,"37    38658
Name: id, dtype: int64",172090,No Mapping,No Mapping,TN,0.011335748,,,,,
2486,"37    38658
Name: id, dtype: int64",217493,No Mapping,No Mapping,TN,0.010593865,,,,,
2487,"37    38658
Name: id, dtype: int64",172077,No Mapping,No Mapping,TN,0.01057042,,,,,
2488,"37    38658
Name: id, dtype: int64",217532,No Mapping,No Mapping,TN,0.010536641,,,,,
2489,"37    38658
Name: id, dtype: int64",80096,No Mapping,No Mapping,TN,0.01051214,,,,,
2490,"37    38658
Name: id, dtype: int64",80099,No Mapping,No Mapping,TN,0.010476297,,,,,
2491,"37    38658
Name: id, dtype: int64",217438,No Mapping,No Mapping,TN,0.010467495,,,,,
2492,"37    38658
Name: id, dtype: int64",80111,No Mapping,No Mapping,TN,0.010398947,,,,,
2493,"37    38658
Name: id, dtype: int64",217521,No Mapping,No Mapping,TN,0.010375611,,,,,
2494,"37    38658
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.010067858,,,,,
2495,"37    38658
Name: id, dtype: int64",48388,No Mapping,No Mapping,TN,0.010026646,,,,,
2496,"37    38658
Name: id, dtype: int64",151832,No Mapping,No Mapping,TN,0.009934619,,,,,
2497,"37    38658
Name: id, dtype: int64",217474,No Mapping,No Mapping,TN,0.009906762,,,,,
2498,"37    38658
Name: id, dtype: int64",157295,No Mapping,No Mapping,TN,0.009903022,,,,,
2499,"37    38658
Name: id, dtype: int64",217467,No Mapping,No Mapping,TN,0.009864594,,,,,
2500,"37    38658
Name: id, dtype: int64",80109,No Mapping,No Mapping,TN,0.009791238,,,,,
2501,"37    38658
Name: id, dtype: int64",80102,No Mapping,No Mapping,TN,0.009768765,,,,,
2502,"37    38658
Name: id, dtype: int64",57385,No Mapping,No Mapping,TN,0.009703636,,,,,
2503,"37    38658
Name: id, dtype: int64",172098,No Mapping,No Mapping,TN,0.00966139,,,,,
2504,"37    38658
Name: id, dtype: int64",42951,No Mapping,No Mapping,TN,0.009649726,,,,,
2505,"37    38658
Name: id, dtype: int64",48306,No Mapping,No Mapping,TN,0.009625347,,,,,
2506,"37    38658
Name: id, dtype: int64",120638,No Mapping,No Mapping,TN,0.009569761,,,,,
2507,"37    38658
Name: id, dtype: int64",23872,No Mapping,No Mapping,TN,0.009489293,,,,,
2508,"37    38658
Name: id, dtype: int64",190519,No Mapping,No Mapping,TN,0.009478409,,,,,
2509,"37    38658
Name: id, dtype: int64",214892,No Mapping,No Mapping,TN,0.009179253,,,,,
2510,"37    38658
Name: id, dtype: int64",217495,No Mapping,No Mapping,TN,0.009025279,,,,,
2511,"37    38658
Name: id, dtype: int64",217500,No Mapping,No Mapping,TN,0.009025279,,,,,
2512,"37    38658
Name: id, dtype: int64",25226,No Mapping,No Mapping,TN,0.009005984,,,,,
2513,"37    38658
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.008923371,,,,,
2514,"37    38658
Name: id, dtype: int64",57441,No Mapping,No Mapping,TN,0.008731493,,,,,
2515,"37    38658
Name: id, dtype: int64",137143,No Mapping,No Mapping,TN,0.00872459,,,,,
2516,"37    38658
Name: id, dtype: int64",217428,No Mapping,No Mapping,TN,0.008562103,,,,,
2517,"37    38658
Name: id, dtype: int64",134825,No Mapping,No Mapping,TN,0.008560264,,,,,
2518,"37    38658
Name: id, dtype: int64",23877,No Mapping,No Mapping,TN,0.008441216,,,,,
2519,"37    38658
Name: id, dtype: int64",110164,No Mapping,No Mapping,TN,0.008250728,,,,,
2520,"37    38658
Name: id, dtype: int64",172078,No Mapping,No Mapping,TN,0.008014921,,,,,
2521,"37    38658
Name: id, dtype: int64",110157,No Mapping,No Mapping,TN,0.007904483,,,,,
2522,"37    38658
Name: id, dtype: int64",142033,No Mapping,No Mapping,TN,0.00785887,,,,,
2523,"37    38658
Name: id, dtype: int64",190528,No Mapping,No Mapping,TN,0.007692701,,,,,
2524,"37    38658
Name: id, dtype: int64",110155,No Mapping,No Mapping,TN,0.007582144,,,,,
2525,"37    38658
Name: id, dtype: int64",40543,No Mapping,No Mapping,TN,0.007382871,,,,,
2526,"37    38658
Name: id, dtype: int64",140496,No Mapping,No Mapping,TN,0.007312714,,,,,
2527,"37    38658
Name: id, dtype: int64",217530,No Mapping,No Mapping,TN,0.007215916,,,,,
2528,"37    38658
Name: id, dtype: int64",152264,No Mapping,No Mapping,TN,0.007015623,,,,,
2529,"37    38658
Name: id, dtype: int64",49614,No Mapping,No Mapping,TN,0.006842091,,,,,
2530,"37    38658
Name: id, dtype: int64",78169,No Mapping,No Mapping,TN,0.006758064,,,,,
2531,"37    38658
Name: id, dtype: int64",217426,No Mapping,No Mapping,TN,0.006687937,,,,,
2532,"37    38658
Name: id, dtype: int64",48914,No Mapping,No Mapping,TN,0.006673025,,,,,
2533,"37    38658
Name: id, dtype: int64",57377,No Mapping,No Mapping,TN,0.006642858,,,,,
2534,"37    38658
Name: id, dtype: int64",71340,No Mapping,No Mapping,TN,0.006490091,,,,,
2535,"37    38658
Name: id, dtype: int64",217506,No Mapping,No Mapping,TN,0.006178185,,,,,
2536,"37    38658
Name: id, dtype: int64",37252,No Mapping,No Mapping,TN,0.005980059,,,,,
2537,"37    38658
Name: id, dtype: int64",44642,No Mapping,No Mapping,TN,0.005811315,,,,,
2538,"37    38658
Name: id, dtype: int64",214934,No Mapping,No Mapping,TN,0.004982802,,,,,
2539,"37    38658
Name: id, dtype: int64",190525,No Mapping,No Mapping,TN,0.004787788,,,,,
2540,"37    38658
Name: id, dtype: int64",217456,No Mapping,No Mapping,TN,0.004249718,,,,,
2541,"37    38658
Name: id, dtype: int64",217434,No Mapping,No Mapping,TN,0.00416358,,,,,
2542,"37    38658
Name: id, dtype: int64",217458,No Mapping,No Mapping,TN,0.004110651,,,,,
2543,"37    38658
Name: id, dtype: int64",217461,No Mapping,No Mapping,TN,0.004110651,,,,,
2544,"37    38658
Name: id, dtype: int64",217437,No Mapping,No Mapping,TN,0.0041076,,,,,
2545,"37    38658
Name: id, dtype: int64",217459,No Mapping,No Mapping,TN,0.003994444,,,,,
2546,"37    38658
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.003992029,,,,,
2547,"37    38658
Name: id, dtype: int64",217505,No Mapping,No Mapping,TN,0.0037204,,,,,
2548,"37    38658
Name: id, dtype: int64",217492,No Mapping,No Mapping,TN,0.003717227,,,,,
2549,"37    38658
Name: id, dtype: int64",217440,No Mapping,No Mapping,TN,0.003655016,,,,,
2550,"37    38658
Name: id, dtype: int64",217439,No Mapping,No Mapping,TN,0.003619525,,,,,
2551,"37    38658
Name: id, dtype: int64",217433,No Mapping,No Mapping,TN,0.003619525,,,,,
2552,"37    38658
Name: id, dtype: int64",217454,No Mapping,No Mapping,TN,0.003610405,,,,,
2814,"1    21448
Name: id, dtype: int64",21448,Safe space,Safe space,TP,1,,,,,
2815,"1    21448
Name: id, dtype: int64",78169,Safe space,Safe space,TP,0.336115837,,,,,
2816,"1    21448
Name: id, dtype: int64",78171,Safe space,Safe space,TP,0.315685294,,,,,
2817,"1    21448
Name: id, dtype: int64",44642,Safe space,No Mapping,FP,0.302844441,,,,,
2818,"1    21448
Name: id, dtype: int64",214889,No Mapping,No Mapping,TN,0.134550982,,,,,
2819,"1    21448
Name: id, dtype: int64",80092,No Mapping,No Mapping,TN,0.10050577,,,,,
2820,"1    21448
Name: id, dtype: int64",110169,No Mapping,No Mapping,TN,0.089461517,,,,,
2821,"1    21448
Name: id, dtype: int64",80109,No Mapping,No Mapping,TN,0.081800541,,,,,
2822,"1    21448
Name: id, dtype: int64",42951,No Mapping,No Mapping,TN,0.074476198,,,,,
2823,"1    21448
Name: id, dtype: int64",85805,No Mapping,No Mapping,TN,0.072654665,,,,,
2824,"1    21448
Name: id, dtype: int64",214876,No Mapping,No Mapping,TN,0.070825266,,,,,
2825,"1    21448
Name: id, dtype: int64",80107,No Mapping,No Mapping,TN,0.065649076,,,,,
2826,"1    21448
Name: id, dtype: int64",138517,No Mapping,No Mapping,TN,0.063397756,,,,,
2827,"1    21448
Name: id, dtype: int64",21511,No Mapping,No Mapping,TN,0.062761673,,,,,
2828,"1    21448
Name: id, dtype: int64",21474,No Mapping,No Mapping,TN,0.060782686,,,,,
2829,"1    21448
Name: id, dtype: int64",214887,No Mapping,No Mapping,TN,0.059758011,,,,,
2830,"1    21448
Name: id, dtype: int64",49198,No Mapping,No Mapping,TN,0.058486393,,,,,
2831,"1    21448
Name: id, dtype: int64",172080,No Mapping,No Mapping,TN,0.058073724,,,,,
2832,"1    21448
Name: id, dtype: int64",71345,No Mapping,No Mapping,TN,0.055013665,,,,,
2833,"1    21448
Name: id, dtype: int64",172087,No Mapping,No Mapping,TN,0.054576798,,,,,
2834,"1    21448
Name: id, dtype: int64",172093,No Mapping,No Mapping,TN,0.053436288,,,,,
2835,"1    21448
Name: id, dtype: int64",57369,No Mapping,No Mapping,TN,0.052834811,,,,,
2836,"1    21448
Name: id, dtype: int64",71342,No Mapping,No Mapping,TN,0.05156132,,,,,
2837,"1    21448
Name: id, dtype: int64",80110,No Mapping,No Mapping,TN,0.049624702,,,,,
2838,"1    21448
Name: id, dtype: int64",156818,No Mapping,No Mapping,TN,0.048796389,,,,,
2839,"1    21448
Name: id, dtype: int64",46560,No Mapping,No Mapping,TN,0.048012252,,,,,
2840,"1    21448
Name: id, dtype: int64",214895,No Mapping,No Mapping,TN,0.047692057,,,,,
2841,"1    21448
Name: id, dtype: int64",110175,No Mapping,No Mapping,TN,0.047217176,,,,,
2842,"1    21448
Name: id, dtype: int64",172092,No Mapping,No Mapping,TN,0.044904872,,,,,
2843,"1    21448
Name: id, dtype: int64",134545,No Mapping,No Mapping,TN,0.043913269,,,,,
2844,"1    21448
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.043475409,,,,,
2845,"1    21448
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.042364435,,,,,
2846,"1    21448
Name: id, dtype: int64",40617,No Mapping,No Mapping,TN,0.041932436,,,,,
2847,"1    21448
Name: id, dtype: int64",44040,No Mapping,No Mapping,TN,0.04170692,,,,,
2848,"1    21448
Name: id, dtype: int64",110135,No Mapping,No Mapping,TN,0.040919481,,,,,
