,root_article,article_compared,cateogry ID,FP/FN/TP/TN,score
1871,"52    43447
Name: id, dtype: int64",217482,No Mapping,TN,0.02221696
1872,"238    158005
Name: id, dtype: int64",110172,No Mapping,TN,0.022215407
1873,"46    40617
Name: id, dtype: int64",120635,No Mapping,TN,0.022182354
1874,"374    217490
Name: id, dtype: int64",110172,No Mapping,TN,0.022067891
1875,"238    158005
Name: id, dtype: int64",120631,No Mapping,TN,0.022049089
1876,"227    151832
Name: id, dtype: int64",110137,No Mapping,TN,0.022042285
1877,"1    21448
Name: id, dtype: int64",217476,No Mapping,TN,0.021983074
1878,"292    214888
Name: id, dtype: int64",23811,No Mapping,TN,0.021935698
1879,"292    214888
Name: id, dtype: int64",138709,No Mapping,TN,0.021913147
1880,"197    120639
Name: id, dtype: int64",110156,No Mapping,TN,0.021906337
1881,"238    158005
Name: id, dtype: int64",140086,No Mapping,TN,0.021876946
1882,"302    217418
Name: id, dtype: int64",120635,No Mapping,TN,0.021852723
1883,"46    40617
Name: id, dtype: int64",71345,No Mapping,TN,0.021847735
1884,"238    158005
Name: id, dtype: int64",214876,No Mapping,TN,0.02184196
1885,"227    151832
Name: id, dtype: int64",57379,No Mapping,TN,0.021839447
1886,"52    43447
Name: id, dtype: int64",140496,No Mapping,TN,0.021821134
1887,"350    217466
Name: id, dtype: int64",172097,No Mapping,TN,0.021798235
1888,"350    217466
Name: id, dtype: int64",120629,No Mapping,TN,0.021785713
1889,"302    217418
Name: id, dtype: int64",214878,No Mapping,TN,0.021754146
1890,"1    21448
Name: id, dtype: int64",172095,No Mapping,TN,0.02175204
1891,"350    217466
Name: id, dtype: int64",172083,No Mapping,TN,0.021733279
1892,"1    21448
Name: id, dtype: int64",217502,No Mapping,TN,0.021714571
1893,"75    49480
Name: id, dtype: int64",50026,No Mapping,TN,0.021706075
1894,"75    49480
Name: id, dtype: int64",217424,No Mapping,TN,0.021695881
1895,"52    43447
Name: id, dtype: int64",217460,No Mapping,TN,0.021658853
1896,"397    217515
Name: id, dtype: int64",142300,No Mapping,TN,0.021635538
1897,"374    217490
Name: id, dtype: int64",25226,No Mapping,TN,0.021623097
1898,"247    172085
Name: id, dtype: int64",217535,No Mapping,TN,0.021619811
1899,"35    37252
Name: id, dtype: int64",110176,No Mapping,TN,0.021595616
1900,"75    49480
Name: id, dtype: int64",46175,No Mapping,TN,0.02157079
1901,"197    120639
Name: id, dtype: int64",71340,No Mapping,TN,0.021556925
1902,"197    120639
Name: id, dtype: int64",217532,No Mapping,TN,0.021536661
1903,"350    217466
Name: id, dtype: int64",214895,No Mapping,TN,0.021534216
1904,"247    172085
Name: id, dtype: int64",85801,No Mapping,TN,0.021492145
1905,"35    37252
Name: id, dtype: int64",151262,No Mapping,TN,0.021480772
1906,"46    40617
Name: id, dtype: int64",57380,No Mapping,TN,0.0214733
1907,"1    21448
Name: id, dtype: int64",217532,No Mapping,TN,0.021471015
1908,"302    217418
Name: id, dtype: int64",152264,No Mapping,TN,0.021462986
1909,"374    217490
Name: id, dtype: int64",46896,No Mapping,TN,0.021455562
1910,"241    172079
Name: id, dtype: int64",85797,No Mapping,TN,0.021448173
1911,"75    49480
Name: id, dtype: int64",80111,No Mapping,TN,0.021440788
1912,"326    217442
Name: id, dtype: int64",21413,No Mapping,TN,0.021427899
1913,"374    217490
Name: id, dtype: int64",110127,No Mapping,TN,0.02138205
1914,"197    120639
Name: id, dtype: int64",110175,No Mapping,TN,0.021365701
1915,"118    80094
Name: id, dtype: int64",217524,No Mapping,TN,0.021315315
1916,"227    151832
Name: id, dtype: int64",135766,No Mapping,TN,0.021302055
1917,"197    120639
Name: id, dtype: int64",190495,No Mapping,TN,0.021293505
1918,"1    21448
Name: id, dtype: int64",85793,No Mapping,TN,0.021290743
1919,"227    151832
Name: id, dtype: int64",57380,No Mapping,TN,0.021289691
1920,"46    40617
Name: id, dtype: int64",80096,No Mapping,TN,0.021275527
1921,"52    43447
Name: id, dtype: int64",217445,No Mapping,TN,0.021268555
1922,"52    43447
Name: id, dtype: int64",217444,No Mapping,TN,0.021268555
1923,"326    217442
Name: id, dtype: int64",110150,No Mapping,TN,0.021260453
1924,"326    217442
Name: id, dtype: int64",21506,No Mapping,TN,0.021260143
1925,"1    21448
Name: id, dtype: int64",214877,No Mapping,TN,0.021229898
1926,"350    217466
Name: id, dtype: int64",217508,No Mapping,TN,0.021229357
1927,"46    40617
Name: id, dtype: int64",80093,No Mapping,TN,0.021226613
1928,"238    158005
Name: id, dtype: int64",47979,No Mapping,TN,0.021204646
1929,"37    38658
Name: id, dtype: int64",217453,No Mapping,TN,0.021192997
1930,"227    151832
Name: id, dtype: int64",217476,No Mapping,TN,0.021178068
1931,"227    151832
Name: id, dtype: int64",217425,No Mapping,TN,0.021163425
1932,"302    217418
Name: id, dtype: int64",138339,No Mapping,TN,0.021142406
1933,"374    217490
Name: id, dtype: int64",139673,No Mapping,TN,0.021142104
1934,"292    214888
Name: id, dtype: int64",214875,No Mapping,TN,0.021141377
1935,"292    214888
Name: id, dtype: int64",217505,No Mapping,TN,0.021134891
1936,"46    40617
Name: id, dtype: int64",217484,No Mapping,TN,0.021120333
1937,"350    217466
Name: id, dtype: int64",38952,No Mapping,TN,0.021094044
1938,"197    120639
Name: id, dtype: int64",172097,No Mapping,TN,0.021072204
1939,"350    217466
Name: id, dtype: int64",57369,No Mapping,TN,0.021062762
1940,"52    43447
Name: id, dtype: int64",110126,No Mapping,TN,0.021037767
1941,"238    158005
Name: id, dtype: int64",110165,No Mapping,TN,0.021021199
1942,"302    217418
Name: id, dtype: int64",217477,No Mapping,TN,0.021019725
1943,"46    40617
Name: id, dtype: int64",110129,No Mapping,TN,0.021017516
1944,"326    217442
Name: id, dtype: int64",49198,No Mapping,TN,0.021004007
2105,"374    217490
Name: id, dtype: int64",80101,No Mapping,TN,0.02097698
2106,"238    158005
Name: id, dtype: int64",172084,No Mapping,TN,0.020968166
2107,"292    214888
Name: id, dtype: int64",120637,No Mapping,TN,0.020962854
2108,"241    172079
Name: id, dtype: int64",217510,No Mapping,TN,0.020953392
2109,"247    172085
Name: id, dtype: int64",21512,No Mapping,TN,0.020949872
2110,"374    217490
Name: id, dtype: int64",217532,No Mapping,TN,0.020947627
2111,"1    21448
Name: id, dtype: int64",217539,No Mapping,TN,0.02094581
2112,"326    217442
Name: id, dtype: int64",217477,No Mapping,TN,0.020937302
2113,"197    120639
Name: id, dtype: int64",172091,No Mapping,TN,0.020933252
2114,"238    158005
Name: id, dtype: int64",172086,No Mapping,TN,0.020924146
2115,"1    21448
Name: id, dtype: int64",85880,No Mapping,TN,0.02091381
2116,"46    40617
Name: id, dtype: int64",43672,No Mapping,TN,0.020899495
2117,"52    43447
Name: id, dtype: int64",110135,No Mapping,TN,0.020895461
2118,"238    158005
Name: id, dtype: int64",43672,No Mapping,TN,0.020886006
2119,"75    49480
Name: id, dtype: int64",217507,No Mapping,TN,0.020872293
2120,"1    21448
Name: id, dtype: int64",217505,No Mapping,TN,0.020843419
2121,"241    172079
Name: id, dtype: int64",217440,No Mapping,TN,0.020833733
2122,"197    120639
Name: id, dtype: int64",172080,No Mapping,TN,0.020799656
2123,"75    49480
Name: id, dtype: int64",57360,No Mapping,TN,0.020788089
2124,"350    217466
Name: id, dtype: int64",25225,No Mapping,TN,0.020783203
2125,"302    217418
Name: id, dtype: int64",57360,No Mapping,TN,0.020754378
2126,"118    80094
Name: id, dtype: int64",214895,No Mapping,TN,0.020749488
2127,"118    80094
Name: id, dtype: int64",217444,No Mapping,TN,0.020701609
2128,"118    80094
Name: id, dtype: int64",217445,No Mapping,TN,0.020701609
2129,"118    80094
Name: id, dtype: int64",217527,No Mapping,TN,0.020674304
2130,"197    120639
Name: id, dtype: int64",217522,No Mapping,TN,0.02066189
2131,"292    214888
Name: id, dtype: int64",71336,No Mapping,TN,0.020621915
2132,"118    80094
Name: id, dtype: int64",48813,No Mapping,TN,0.020602879
2133,"52    43447
Name: id, dtype: int64",217539,No Mapping,TN,0.020594948
2134,"52    43447
Name: id, dtype: int64",214943,No Mapping,TN,0.020589809
2135,"37    38658
Name: id, dtype: int64",35723,No Mapping,TN,0.020578381
2136,"292    214888
Name: id, dtype: int64",214893,No Mapping,TN,0.020565594
2137,"118    80094
Name: id, dtype: int64",110145,No Mapping,TN,0.020536219
2138,"35    37252
Name: id, dtype: int64",110161,No Mapping,TN,0.020521333
2139,"197    120639
Name: id, dtype: int64",172087,No Mapping,TN,0.020492267
2140,"46    40617
Name: id, dtype: int64",21489,No Mapping,TN,0.020486072
2141,"350    217466
Name: id, dtype: int64",217534,No Mapping,TN,0.020461057
2142,"247    172085
Name: id, dtype: int64",120632,No Mapping,TN,0.020458536
2143,"241    172079
Name: id, dtype: int64",217539,No Mapping,TN,0.020457693
2144,"52    43447
Name: id, dtype: int64",80099,No Mapping,TN,0.020454724
2145,"75    49480
Name: id, dtype: int64",217482,No Mapping,TN,0.020444257
2146,"247    172085
Name: id, dtype: int64",172082,No Mapping,TN,0.020431332
2147,"374    217490
Name: id, dtype: int64",136866,No Mapping,TN,0.020411947
2148,"1    21448
Name: id, dtype: int64",217498,No Mapping,TN,0.020387556
2149,"1    21448
Name: id, dtype: int64",110139,No Mapping,TN,0.020384623
2150,"1    21448
Name: id, dtype: int64",217496,No Mapping,TN,0.020380715
2151,"227    151832
Name: id, dtype: int64",110172,No Mapping,TN,0.020376822
2152,"35    37252
Name: id, dtype: int64",21489,No Mapping,TN,0.02037639
2153,"302    217418
Name: id, dtype: int64",217524,No Mapping,TN,0.02035088
2154,"302    217418
Name: id, dtype: int64",190524,No Mapping,TN,0.02034227
2155,"118    80094
Name: id, dtype: int64",57385,No Mapping,TN,0.020327914
2156,"350    217466
Name: id, dtype: int64",40754,No Mapping,TN,0.020325665
2157,"197    120639
Name: id, dtype: int64",57372,No Mapping,TN,0.020313458
2158,"227    151832
Name: id, dtype: int64",151991,No Mapping,TN,0.020298222
2159,"350    217466
Name: id, dtype: int64",80110,No Mapping,TN,0.020282269
2160,"292    214888
Name: id, dtype: int64",57380,No Mapping,TN,0.020282259
2161,"75    49480
Name: id, dtype: int64",85797,No Mapping,TN,0.020276123
2162,"374    217490
Name: id, dtype: int64",217526,No Mapping,TN,0.02027318
2163,"37    38658
Name: id, dtype: int64",217524,No Mapping,TN,0.020194477
2164,"302    217418
Name: id, dtype: int64",80096,No Mapping,TN,0.020190763
2165,"37    38658
Name: id, dtype: int64",217418,No Mapping,TN,0.020186477
2166,"302    217418
Name: id, dtype: int64",38658,No Mapping,TN,0.020186477
2167,"1    21448
Name: id, dtype: int64",80111,No Mapping,TN,0.020140681
2168,"292    214888
Name: id, dtype: int64",21510,No Mapping,TN,0.020135486
2169,"46    40617
Name: id, dtype: int64",190525,No Mapping,TN,0.020117616
2170,"1    21448
Name: id, dtype: int64",120629,No Mapping,TN,0.020105451
2171,"1    21448
Name: id, dtype: int64",80112,No Mapping,TN,0.020104765
2172,"241    172079
Name: id, dtype: int64",42970,No Mapping,TN,0.02007354
2173,"227    151832
Name: id, dtype: int64",217446,No Mapping,TN,0.020056791
2174,"1    21448
Name: id, dtype: int64",39167,No Mapping,TN,0.020046985
2175,"46    40617
Name: id, dtype: int64",190496,No Mapping,TN,0.02003307
2176,"292    214888
Name: id, dtype: int64",172093,No Mapping,TN,0.020029685
2177,"197    120639
Name: id, dtype: int64",71341,No Mapping,TN,0.020020756
2178,"374    217490
Name: id, dtype: int64",48388,No Mapping,TN,0.019997493
2179,"1    21448
Name: id, dtype: int64",172081,No Mapping,TN,0.019985
2180,"241    172079
Name: id, dtype: int64",47017,No Mapping,TN,0.019961674
2181,"35    37252
Name: id, dtype: int64",156194,No Mapping,TN,0.019933801
2182,"46    40617
Name: id, dtype: int64",141701,No Mapping,TN,0.019920167
2183,"302    217418
Name: id, dtype: int64",85793,No Mapping,TN,0.01989729
2184,"326    217442
Name: id, dtype: int64",172090,No Mapping,TN,0.01985787
2185,"247    172085
Name: id, dtype: int64",217524,No Mapping,TN,0.01984114
2186,"118    80094
Name: id, dtype: int64",217529,No Mapping,TN,0.019830566
2187,"241    172079
Name: id, dtype: int64",80107,No Mapping,TN,0.019819766
2188,"1    21448
Name: id, dtype: int64",110166,No Mapping,TN,0.019817735
2189,"241    172079
Name: id, dtype: int64",110175,No Mapping,TN,0.019795501
2190,"241    172079
Name: id, dtype: int64",217497,No Mapping,TN,0.01978178
2191,"374    217490
Name: id, dtype: int64",214876,No Mapping,TN,0.019780567
2192,"118    80094
Name: id, dtype: int64",80112,No Mapping,TN,0.019776703
2193,"52    43447
Name: id, dtype: int64",217448,No Mapping,TN,0.019757761
2194,"52    43447
Name: id, dtype: int64",217449,No Mapping,TN,0.019757761
2195,"227    151832
Name: id, dtype: int64",21448,No Mapping,TN,0.019757737
2196,"1    21448
Name: id, dtype: int64",151832,No Mapping,TN,0.019757737
2197,"35    37252
Name: id, dtype: int64",40854,No Mapping,TN,0.019756586
2198,"197    120639
Name: id, dtype: int64",217510,No Mapping,TN,0.019744125
2199,"75    49480
Name: id, dtype: int64",151262,No Mapping,TN,0.019733703
2200,"302    217418
Name: id, dtype: int64",49198,No Mapping,TN,0.019728351
2201,"52    43447
Name: id, dtype: int64",44040,No Mapping,TN,0.019717145
2202,"350    217466
Name: id, dtype: int64",71343,No Mapping,TN,0.01970314
2203,"350    217466
Name: id, dtype: int64",190519,No Mapping,TN,0.019693292
2204,"241    172079
Name: id, dtype: int64",217504,No Mapping,TN,0.019684925
2205,"292    214888
Name: id, dtype: int64",80106,No Mapping,TN,0.01965153
2206,"247    172085
Name: id, dtype: int64",110135,No Mapping,TN,0.019644759
2207,"46    40617
Name: id, dtype: int64",57418,No Mapping,TN,0.019637474
2208,"292    214888
Name: id, dtype: int64",139776,No Mapping,TN,0.019630325
2209,"326    217442
Name: id, dtype: int64",217433,No Mapping,TN,0.019608778
2210,"326    217442
Name: id, dtype: int64",217439,No Mapping,TN,0.019608778
2211,"302    217418
Name: id, dtype: int64",57366,No Mapping,TN,0.019579327
2212,"302    217418
Name: id, dtype: int64",135213,No Mapping,TN,0.019565736
2213,"52    43447
Name: id, dtype: int64",217507,No Mapping,TN,0.019557964
2214,"302    217418
Name: id, dtype: int64",78170,No Mapping,TN,0.019556195
2215,"238    158005
Name: id, dtype: int64",156656,No Mapping,TN,0.019540354
2216,"197    120639
Name: id, dtype: int64",120628,No Mapping,TN,0.01952572
2217,"238    158005
Name: id, dtype: int64",21500,No Mapping,TN,0.019520073
2218,"197    120639
Name: id, dtype: int64",217457,No Mapping,TN,0.019516583
2219,"326    217442
Name: id, dtype: int64",217488,No Mapping,TN,0.019469369
2220,"75    49480
Name: id, dtype: int64",43672,No Mapping,TN,0.019460932
2221,"118    80094
Name: id, dtype: int64",110157,No Mapping,TN,0.01943381
2222,"302    217418
Name: id, dtype: int64",23872,No Mapping,TN,0.019430388
2223,"326    217442
Name: id, dtype: int64",49458,No Mapping,TN,0.019387822
2224,"52    43447
Name: id, dtype: int64",138517,No Mapping,TN,0.019374714
2225,"1    21448
Name: id, dtype: int64",120630,No Mapping,TN,0.019361939
2226,"52    43447
Name: id, dtype: int64",57382,No Mapping,TN,0.019359433
2227,"350    217466
Name: id, dtype: int64",172125,No Mapping,TN,0.019332731
2228,"35    37252
Name: id, dtype: int64",217521,No Mapping,TN,0.01933167
2229,"197    120639
Name: id, dtype: int64",35996,No Mapping,TN,0.0192735
2230,"241    172079
Name: id, dtype: int64",217532,No Mapping,TN,0.019252992
2231,"292    214888
Name: id, dtype: int64",217508,No Mapping,TN,0.019246426
2232,"302    217418
Name: id, dtype: int64",48306,No Mapping,TN,0.019231976
2233,"197    120639
Name: id, dtype: int64",21489,No Mapping,TN,0.019230975
2234,"52    43447
Name: id, dtype: int64",135213,No Mapping,TN,0.019208508
2235,"75    49480
Name: id, dtype: int64",151991,No Mapping,TN,0.019187476
2236,"37    38658
Name: id, dtype: int64",35996,No Mapping,TN,0.019173124
2237,"35    37252
Name: id, dtype: int64",120632,No Mapping,TN,0.019127789
2238,"247    172085
Name: id, dtype: int64",214895,No Mapping,TN,0.019125436
2239,"52    43447
Name: id, dtype: int64",214894,No Mapping,TN,0.019091244
2240,"75    49480
Name: id, dtype: int64",22918,No Mapping,TN,0.019089829
2241,"302    217418
Name: id, dtype: int64",172090,No Mapping,TN,0.019079245
2242,"35    37252
Name: id, dtype: int64",36650,No Mapping,TN,0.0190696
2243,"302    217418
Name: id, dtype: int64",21485,No Mapping,TN,0.019060301
2244,"302    217418
Name: id, dtype: int64",217521,No Mapping,TN,0.019045845
2245,"227    151832
Name: id, dtype: int64",85803,No Mapping,TN,0.019043081
2246,"302    217418
Name: id, dtype: int64",21506,No Mapping,TN,0.019035486
2247,"197    120639
Name: id, dtype: int64",57375,No Mapping,TN,0.019023432
2248,"37    38658
Name: id, dtype: int64",71341,No Mapping,TN,0.019011198
2249,"197    120639
Name: id, dtype: int64",25226,No Mapping,TN,0.018986794
2250,"238    158005
Name: id, dtype: int64",110145,No Mapping,TN,0.018952259
2251,"37    38658
Name: id, dtype: int64",190522,No Mapping,TN,0.018918113
2252,"197    120639
Name: id, dtype: int64",57368,No Mapping,TN,0.018908827
2253,"52    43447
Name: id, dtype: int64",172095,No Mapping,TN,0.018897663
2254,"247    172085
Name: id, dtype: int64",71342,No Mapping,TN,0.018892846
2255,"1    21448
Name: id, dtype: int64",47017,No Mapping,TN,0.018883905
2256,"238    158005
Name: id, dtype: int64",151262,No Mapping,TN,0.018871029
2257,"350    217466
Name: id, dtype: int64",217427,No Mapping,TN,0.018869586
2258,"52    43447
Name: id, dtype: int64",217526,No Mapping,TN,0.018867913
2259,"75    49480
Name: id, dtype: int64",214884,No Mapping,TN,0.018853937
2260,"35    37252
Name: id, dtype: int64",25226,No Mapping,TN,0.018849144
2261,"326    217442
Name: id, dtype: int64",151991,No Mapping,TN,0.018837525
2262,"238    158005
Name: id, dtype: int64",217476,No Mapping,TN,0.018837456
2263,"52    43447
Name: id, dtype: int64",110137,No Mapping,TN,0.018815873
2264,"75    49480
Name: id, dtype: int64",214876,No Mapping,TN,0.018804058
2265,"241    172079
Name: id, dtype: int64",46560,No Mapping,TN,0.018797215
2266,"247    172085
Name: id, dtype: int64",151991,No Mapping,TN,0.018760689
2267,"326    217442
Name: id, dtype: int64",21455,No Mapping,TN,0.018727729
